term,category,meaning,register,emotion,use_when,respelling_en,ipa_phonemic,ipa_phonetic,jp_kana,origin,language,pitch_semitones,pace_wpm,energy,breathiness,intonation,voice_style_tags,triggers_regex
gachikoi distance,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bgachikoi\s+distance\b
menhera,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmenhera\b
yubi yubi,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\byubi\s+yubi\b
baubau,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bbaubau\b
haachama,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bhaachama\b
RRR (trill),AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,RRR\ \(trill\)
nani,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bnani\b
nande,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bnande\b
sore,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bsore\b
kore,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bkore\b
are,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bare\b
sore wa,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bsore\s+wa\b
eee,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\beee\b
etto,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\betto\b
ano ne,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bano\s+ne\b
sou desu ka,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bsou\s+desu\s+ka\b
yoshi,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\byoshi\b
yoshi yoshi,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\byoshi\s+yoshi\b
itadaki,AnimeJP,slang/term,cute,joy,,,,,,community slang,ja,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bitadaki\b
zatsudan,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bzatsudan\b
superchat train,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bsuperchat\s+train\b
donowall,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bdonowall\b
stream delay,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bstream\s+delay\b
frame drop,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bframe\s+drop\b
latency,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\blatency\b
karaoke,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bkaraoke\b
reverb,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\breverb\b
acapella,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bacapella\b
BGM,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bBGM\b
kayfabe break,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bkayfabe\s+break\b
model 2.0,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,model\ 2\.0
alt outfit,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\balt\s+outfit\b
new costume,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bnew\s+costume\b
asset drop,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\basset\s+drop\b
bouncing BGM,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bbouncing\s+BGM\b
chat delay,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bchat\s+delay\b
slow mode,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bslow\s+mode\b
emote-only,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,emote\-only
members-only,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,members\-only
gurilla,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bgurilla\b
watchalong,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bwatchalong\b
vod,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bvod\b
archive,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\barchive\b
unarchive,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bunarchive\b
redeem TTS,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bredeem\s+TTS\b
points,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bpoints\b
channel points,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bchannel\s+points\b
SC reading,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bSC\s+reading\b
chat rules,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bchat\s+rules\b
feesh post,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bfeesh\s+post\b
gremlin arc,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bgremlin\s+arc\b
menhera arc,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmenhera\s+arc\b
debuffed,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bdebuffed\b
buffed,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bbuffed\b
zatsu tangents,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bzatsu\s+tangents\b
schizo posting,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bschizo\s+posting\b
room review,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\broom\s+review\b
hand reveal,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bhand\s+reveal\b
feet reveal,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bfeet\s+reveal\b
nsfw tag,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bnsfw\s+tag\b
clips channel,VTuber,slang/term,playful,joy,,,,,,community slang,en,0,190,0.8,0.2,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bclips\s+channel\b
BM,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bBM\b
ez farm,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bez\s+farm\b
macro diff,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmacro\s+diff\b
micro diff,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmicro\s+diff\b
top diff,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\btop\s+diff\b
mid diff,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmid\s+diff\b
bot diff,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bbot\s+diff\b
adc,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\badc\b
jungler,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bjungler\b
toplaner,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\btoplaner\b
midlaner,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmidlaner\b
roam,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\broam\b
power spike,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bpower\s+spike\b
spike,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bspike\b
timers,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\btimers\b
ward,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bward\b
pink ward,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bpink\s+ward\b
csing,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bcsing\b
last hit,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\blast\s+hit\b
peeker's advantage,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,peeker's\ advantage
prefire,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bprefire\b
prefire angle,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bprefire\s+angle\b
spray control,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bspray\s+control\b
tap strafing,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\btap\s+strafing\b
bhop,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bbhop\b
strafe,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bstrafe\b
ADAD spam,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bADAD\s+spam\b
hitreg,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bhitreg\b
hitbox,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bhitbox\b
hurtbox,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bhurtbox\b
iframes,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\biframes\b
parry,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bparry\b
perfect dodge,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bperfect\s+dodge\b
roll-catch,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,roll\-catch
gank squad,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bgank\s+squad\b
camp fest,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bcamp\s+fest\b
third party,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bthird\s+party\b
hot drop,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bhot\s+drop\b
drop spot,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bdrop\s+spot\b
circle RNG,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bcircle\s+RNG\b
tilt queue,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\btilt\s+queue\b
desk slam,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bdesk\s+slam\b
mold,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmold\b
lag switch,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\blag\s+switch\b
ddos,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bddos\b
booster,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bbooster\b
deranker,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bderanker\b
sandbag,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bsandbag\b
smurf queue,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bsmurf\s+queue\b
dynamic queue,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bdynamic\s+queue\b
MMR,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bMMR\b
ELO,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bELO\b
backfill,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bbackfill\b
queue sniping,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bqueue\s+sniping\b
map diff,Gaming,slang/term,edgy,tense,,,,,,community slang,en,-1,190,0.7,0.15,level-rise,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,\bmap\s+diff\b
😮,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😮
🤨,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🤨
🙃,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🙃
😉,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😉
🙂,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🙂
🥰,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,🥰
😍,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😍
😘,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😘
😚,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😚
😝,Emoji/Kaomoji,emoji/kaomoji reaction,cute,joy,,,,,,community slang,en,3,190,0.8,0.4,rise-fall,tsundere_tease_v1|seiso_sweetheart_v1|oneesan_sultry_v1|gremlin_chaos_v1,😝
